Number,Pathogen_Target,Latrine_ID,City,Depth,Depth_pathogen_presence,Top_from_same_latrine,Bottom_from_same_latrine,Middle_from_same_latrine,Top_Bot_combined_detections,Top_Mid_combined_detections,Bot_Mid_combined_detections,All_3_depths_detected,Only_2_depths_detected,Only_1_depth_detected,None_no_depths_detected,HH_population,shared_latrine,pit_type,ever_emptied,water_source,toilet_paper,latrine_age_years
18,STEC,8,Mzuzu,Middle,0,0,0,0,0,0,0,0,0,0,1,13,1,slab,no,house,Water,4
19,NORO,8,Mzuzu,Middle,1,1,1,1,2,2,2,1,0,0,0,13,1,slab,no,house,Water,4
20,SAPV,8,Mzuzu,Middle,1,1,1,1,2,2,2,1,0,0,0,13,1,slab,no,house,Water,4
21,CAMP,8,Mzuzu,Middle,0,0,0,0,0,0,0,0,0,0,1,13,1,slab,no,house,Water,4
2,AD4X_1,8,Mzuzu,Bottom,0,1,0,0,1,1,0,0,0,1,0,13,1,slab,no,house,Water,4
3,ASLU_1,8,Mzuzu,Bottom,1,1,1,1,2,2,2,1,0,0,0,13,1,slab,no,house,Water,4
4,ASTR_1,8,Mzuzu,Bottom,1,1,1,1,2,2,2,1,0,0,0,13,1,slab,no,house,Water,4
5,CRPA_1,8,Mzuzu,Bottom,1,0,1,0,1,0,1,0,0,1,0,13,1,slab,no,house,Water,4
6,EIES_1,8,Mzuzu,Bottom,1,1,1,1,2,2,2,1,0,0,0,13,1,slab,no,house,Water,4
7,ENHI_1,8,Mzuzu,Bottom,0,0,0,0,0,0,0,0,0,0,1,13,1,slab,no,house,Water,4
8,GIAR_1,8,Mzuzu,Bottom,1,1,1,1,2,2,2,1,0,0,0,13,1,slab,no,house,Water,4
9,ROTA_1,8,Mzuzu,Bottom,0,1,0,0,1,1,0,0,0,1,0,13,1,slab,no,house,Water,4
10,SALS_1,8,Mzuzu,Bottom,0,0,0,0,0,0,0,0,0,0,1,13,1,slab,no,house,Water,4
11,TRTR_1,8,Mzuzu,Bottom,0,0,0,0,0,0,0,0,0,0,1,13,1,slab,no,house,Water,4
13,YERS_1,8,Mzuzu,Bottom,0,0,0,0,0,0,0,0,0,0,1,13,1,slab,no,house,Water,4
14,CDIF,8,Mzuzu,Bottom,0,0,0,0,0,0,0,0,0,0,1,13,1,slab,no,house,Water,4
15,EAEC,8,Mzuzu,Bottom,1,1,1,1,2,2,2,1,0,0,0,13,1,slab,no,house,Water,4
16,EPEC,8,Mzuzu,Bottom,1,1,1,1,2,2,2,1,0,0,0,13,1,slab,no,house,Water,4
17,ETEC,8,Mzuzu,Bottom,1,1,1,1,2,2,2,1,0,0,0,13,1,slab,no,house,Water,4
18,STEC,8,Mzuzu,Bottom,0,0,0,0,0,0,0,0,0,0,1,13,1,slab,no,house,Water,4
19,NORO,8,Mzuzu,Bottom,1,1,1,1,2,2,2,1,0,0,0,13,1,slab,no,house,Water,4
20,SAPV,8,Mzuzu,Bottom,1,1,1,1,2,2,2,1,0,0,0,13,1,slab,no,house,Water,4
21,CAMP,8,Mzuzu,Bottom,0,0,0,0,0,0,0,0,0,0,1,13,1,slab,no,house,Water,4
12,VTOX_1,8,Mzuzu,Top,0,0,0,0,0,0,0,0,0,0,1,13,1,slab,no,house,Water,4
12,VTOX_1,8,Mzuzu,Middle,0,0,0,0,0,0,0,0,0,0,1,13,1,slab,no,house,Water,4
12,VTOX_1,8,Mzuzu,Bottom,0,0,0,0,0,0,0,0,0,0,1,13,1,slab,no,house,Water,4
2,AD4X_1,9,Mzuzu,Top,0,0,0,0,0,0,0,0,0,0,1,6,0,slab,no,house,paper,8
3,ASLU_1,9,Mzuzu,Top,0,0,0,0,0,0,0,0,0,0,1,6,0,slab,no,house,paper,8
4,ASTR_1,9,Mzuzu,Top,0,0,1,1,1,1,2,0,1,0,0,6,0,slab,no,house,paper,8
5,CRPA_1,9,Mzuzu,Top,0,0,0,0,0,0,0,0,0,0,1,6,0,slab,no,house,paper,8
6,EIES_1,9,Mzuzu,Top,0,0,0,0,0,0,0,0,0,0,1,6,0,slab,no,house,paper,8
7,ENHI_1,9,Mzuzu,Top,0,0,0,0,0,0,0,0,0,0,1,6,0,slab,no,house,paper,8
8,GIAR_1,9,Mzuzu,Top,1,1,0,0,1,1,0,0,0,1,0,6,0,slab,no,house,paper,8
9,ROTA_1,9,Mzuzu,Top,0,0,0,0,0,0,0,0,0,0,1,6,0,slab,no,house,paper,8
10,SALS_1,9,Mzuzu,Top,0,0,0,0,0,0,0,0,0,0,1,6,0,slab,no,house,paper,8
11,TRTR_1,9,Mzuzu,Top,0,0,0,0,0,0,0,0,0,0,1,6,0,slab,no,house,paper,8
13,YERS_1,9,Mzuzu,Top,0,0,0,0,0,0,0,0,0,0,1,6,0,slab,no,house,paper,8
14,CDIF,9,Mzuzu,Top,0,0,0,0,0,0,0,0,0,0,1,6,0,slab,no,house,paper,8
15,EAEC,9,Mzuzu,Top,1,1,1,1,2,2,2,1,0,0,0,6,0,slab,no,house,paper,8
16,EPEC,9,Mzuzu,Top,1,1,0,0,1,1,0,0,0,1,0,6,0,slab,no,house,paper,8
17,ETEC,9,Mzuzu,Top,0,0,0,0,0,0,0,0,0,0,1,6,0,slab,no,house,paper,8
18,STEC,9,Mzuzu,Top,0,0,0,0,0,0,0,0,0,0,1,6,0,slab,no,house,paper,8
19,NORO,9,Mzuzu,Top,1,1,0,1,1,2,1,0,1,0,0,6,0,slab,no,house,paper,8
20,SAPV,9,Mzuzu,Top,0,0,0,0,0,0,0,0,0,0,1,6,0,slab,no,house,paper,8
21,CAMP,9,Mzuzu,Top,0,0,0,0,0,0,0,0,0,0,1,6,0,slab,no,house,paper,8
2,AD4X_1,9,Mzuzu,Middle,0,0,0,0,0,0,0,0,0,0,1,6,0,slab,no,house,paper,8
3,ASLU_1,9,Mzuzu,Middle,0,0,0,0,0,0,0,0,0,0,1,6,0,slab,no,house,paper,8
4,ASTR_1,9,Mzuzu,Middle,1,0,1,1,1,1,2,0,1,0,0,6,0,slab,no,house,paper,8
5,CRPA_1,9,Mzuzu,Middle,0,0,0,0,0,0,0,0,0,0,1,6,0,slab,no,house,paper,8
6,EIES_1,9,Mzuzu,Middle,0,0,0,0,0,0,0,0,0,0,1,6,0,slab,no,house,paper,8
7,ENHI_1,9,Mzuzu,Middle,0,0,0,0,0,0,0,0,0,0,1,6,0,slab,no,house,paper,8
8,GIAR_1,9,Mzuzu,Middle,0,1,0,0,1,1,0,0,0,1,0,6,0,slab,no,house,paper,8
9,ROTA_1,9,Mzuzu,Middle,0,0,0,0,0,0,0,0,0,0,1,6,0,slab,no,house,paper,8
10,SALS_1,9,Mzuzu,Middle,0,0,0,0,0,0,0,0,0,0,1,6,0,slab,no,house,paper,8
11,TRTR_1,9,Mzuzu,Middle,0,0,0,0,0,0,0,0,0,0,1,6,0,slab,no,house,paper,8
13,YERS_1,9,Mzuzu,Middle,0,0,0,0,0,0,0,0,0,0,1,6,0,slab,no,house,paper,8
14,CDIF,9,Mzuzu,Middle,0,0,0,0,0,0,0,0,0,0,1,6,0,slab,no,house,paper,8
15,EAEC,9,Mzuzu,Middle,1,1,1,1,2,2,2,1,0,0,0,6,0,slab,no,house,paper,8
16,EPEC,9,Mzuzu,Middle,0,1,0,0,1,1,0,0,0,1,0,6,0,slab,no,house,paper,8
17,ETEC,9,Mzuzu,Middle,0,0,0,0,0,0,0,0,0,0,1,6,0,slab,no,house,paper,8
18,STEC,9,Mzuzu,Middle,0,0,0,0,0,0,0,0,0,0,1,6,0,slab,no,house,paper,8
19,NORO,9,Mzuzu,Middle,1,1,0,1,1,2,1,0,1,0,0,6,0,slab,no,house,paper,8
20,SAPV,9,Mzuzu,Middle,0,0,0,0,0,0,0,0,0,0,1,6,0,slab,no,house,paper,8
21,CAMP,9,Mzuzu,Middle,0,0,0,0,0,0,0,0,0,0,1,6,0,slab,no,house,paper,8
2,AD4X_1,9,Mzuzu,Bottom,0,0,0,0,0,0,0,0,0,0,1,6,0,slab,no,house,paper,8
3,ASLU_1,9,Mzuzu,Bottom,0,0,0,0,0,0,0,0,0,0,1,6,0,slab,no,house,paper,8
4,ASTR_1,9,Mzuzu,Bottom,1,0,1,1,1,1,2,0,1,0,0,6,0,slab,no,house,paper,8
5,CRPA_1,9,Mzuzu,Bottom,0,0,0,0,0,0,0,0,0,0,1,6,0,slab,no,house,paper,8
6,EIES_1,9,Mzuzu,Bottom,0,0,0,0,0,0,0,0,0,0,1,6,0,slab,no,house,paper,8
7,ENHI_1,9,Mzuzu,Bottom,0,0,0,0,0,0,0,0,0,0,1,6,0,slab,no,house,paper,8
8,GIAR_1,9,Mzuzu,Bottom,0,1,0,0,1,1,0,0,0,1,0,6,0,slab,no,house,paper,8
9,ROTA_1,9,Mzuzu,Bottom,0,0,0,0,0,0,0,0,0,0,1,6,0,slab,no,house,paper,8
10,SALS_1,9,Mzuzu,Bottom,0,0,0,0,0,0,0,0,0,0,1,6,0,slab,no,house,paper,8
11,TRTR_1,9,Mzuzu,Bottom,0,0,0,0,0,0,0,0,0,0,1,6,0,slab,no,house,paper,8
13,YERS_1,9,Mzuzu,Bottom,0,0,0,0,0,0,0,0,0,0,1,6,0,slab,no,house,paper,8
14,CDIF,9,Mzuzu,Bottom,0,0,0,0,0,0,0,0,0,0,1,6,0,slab,no,house,paper,8
15,EAEC,9,Mzuzu,Bottom,1,1,1,1,2,2,2,1,0,0,0,6,0,slab,no,house,paper,8
16,EPEC,9,Mzuzu,Bottom,0,1,0,0,1,1,0,0,0,1,0,6,0,slab,no,house,paper,8
17,ETEC,9,Mzuzu,Bottom,0,0,0,0,0,0,0,0,0,0,1,6,0,slab,no,house,paper,8
18,STEC,9,Mzuzu,Bottom,0,0,0,0,0,0,0,0,0,0,1,6,0,slab,no,house,paper,8
19,NORO,9,Mzuzu,Bottom,0,1,0,1,1,2,1,0,1,0,0,6,0,slab,no,house,paper,8
20,SAPV,9,Mzuzu,Bottom,0,0,0,0,0,0,0,0,0,0,1,6,0,slab,no,house,paper,8
21,CAMP,9,Mzuzu,Bottom,0,0,0,0,0,0,0,0,0,0,1,6,0,slab,no,house,paper,8
12,VTOX_1,9,Mzuzu,Top,0,0,0,0,0,0,0,0,0,0,1,6,0,slab,no,house,paper,8
12,VTOX_1,9,Mzuzu,Middle,0,0,0,0,0,0,0,0,0,0,1,6,0,slab,no,house,paper,8
12,VTOX_1,9,Mzuzu,Bottom,0,0,0,0,0,0,0,0,0,0,1,6,0,slab,no,house,paper,8
2,AD4X_1,10,Mzuzu,Top,0,0,0,0,0,0,0,0,0,0,1,7,1,slab,yes,house,Water,8
3,ASLU_1,10,Mzuzu,Top,1,1,1,1,2,2,2,1,0,0,0,7,1,slab,yes,house,Water,8
4,ASTR_1,10,Mzuzu,Top,1,1,1,1,2,2,2,1,0,0,0,7,1,slab,yes,house,Water,8
5,CRPA_1,10,Mzuzu,Top,0,0,0,0,0,0,0,0,0,0,1,7,1,slab,yes,house,Water,8
6,EIES_1,10,Mzuzu,Top,1,1,0,1,1,2,1,0,1,0,0,7,1,slab,yes,house,Water,8
7,ENHI_1,10,Mzuzu,Top,0,0,0,0,0,0,0,0,0,0,1,7,1,slab,yes,house,Water,8
8,GIAR_1,10,Mzuzu,Top,1,1,1,1,2,2,2,1,0,0,0,7,1,slab,yes,house,Water,8
9,ROTA_1,10,Mzuzu,Top,0,0,0,0,0,0,0,0,0,0,1,7,1,slab,yes,house,Water,8
10,SALS_1,10,Mzuzu,Top,0,0,0,0,0,0,0,0,0,0,1,7,1,slab,yes,house,Water,8
11,TRTR_1,10,Mzuzu,Top,0,0,0,0,0,0,0,0,0,0,1,7,1,slab,yes,house,Water,8
13,YERS_1,10,Mzuzu,Top,0,0,0,0,0,0,0,0,0,0,1,7,1,slab,yes,house,Water,8
14,CDIF,10,Mzuzu,Top,0,0,0,0,0,0,0,0,0,0,1,7,1,slab,yes,house,Water,8
15,EAEC,10,Mzuzu,Top,1,1,1,1,2,2,2,1,0,0,0,7,1,slab,yes,house,Water,8
16,EPEC,10,Mzuzu,Top,1,1,0,0,1,1,0,0,0,1,0,7,1,slab,yes,house,Water,8
17,ETEC,10,Mzuzu,Top,0,0,0,0,0,0,0,0,0,0,1,7,1,slab,yes,house,Water,8
18,STEC,10,Mzuzu,Top,0,0,0,0,0,0,0,0,0,0,1,7,1,slab,yes,house,Water,8
19,NORO,10,Mzuzu,Top,1,1,1,1,2,2,2,1,0,0,0,7,1,slab,yes,house,Water,8
20,SAPV,10,Mzuzu,Top,0,0,1,1,1,1,2,0,1,0,0,7,1,slab,yes,house,Water,8
21,CAMP,10,Mzuzu,Top,0,0,0,1,0,1,1,0,0,1,0,7,1,slab,yes,house,Water,8
2,AD4X_1,10,Mzuzu,Middle,0,0,0,0,0,0,0,0,0,0,1,7,1,slab,yes,house,Water,8
3,ASLU_1,10,Mzuzu,Middle,1,1,1,1,2,2,2,1,0,0,0,7,1,slab,yes,house,Water,8
4,ASTR_1,10,Mzuzu,Middle,1,1,1,1,2,2,2,1,0,0,0,7,1,slab,yes,house,Water,8
5,CRPA_1,10,Mzuzu,Middle,0,0,0,0,0,0,0,0,0,0,1,7,1,slab,yes,house,Water,8
6,EIES_1,10,Mzuzu,Middle,1,1,0,1,1,2,1,0,1,0,0,7,1,slab,yes,house,Water,8
7,ENHI_1,10,Mzuzu,Middle,0,0,0,0,0,0,0,0,0,0,1,7,1,slab,yes,house,Water,8
8,GIAR_1,10,Mzuzu,Middle,1,1,1,1,2,2,2,1,0,0,0,7,1,slab,yes,house,Water,8
9,ROTA_1,10,Mzuzu,Middle,0,0,0,0,0,0,0,0,0,0,1,7,1,slab,yes,house,Water,8
10,SALS_1,10,Mzuzu,Middle,0,0,0,0,0,0,0,0,0,0,1,7,1,slab,yes,house,Water,8
11,TRTR_1,10,Mzuzu,Middle,0,0,0,0,0,0,0,0,0,0,1,7,1,slab,yes,house,Water,8
13,YERS_1,10,Mzuzu,Middle,0,0,0,0,0,0,0,0,0,0,1,7,1,slab,yes,house,Water,8
14,CDIF,10,Mzuzu,Middle,0,0,0,0,0,0,0,0,0,0,1,7,1,slab,yes,house,Water,8
15,EAEC,10,Mzuzu,Middle,1,1,1,1,2,2,2,1,0,0,0,7,1,slab,yes,house,Water,8
16,EPEC,10,Mzuzu,Middle,0,1,0,0,1,1,0,0,0,1,0,7,1,slab,yes,house,Water,8
17,ETEC,10,Mzuzu,Middle,0,0,0,0,0,0,0,0,0,0,1,7,1,slab,yes,house,Water,8
18,STEC,10,Mzuzu,Middle,0,0,0,0,0,0,0,0,0,0,1,7,1,slab,yes,house,Water,8
19,NORO,10,Mzuzu,Middle,1,1,1,1,2,2,2,1,0,0,0,7,1,slab,yes,house,Water,8
20,SAPV,10,Mzuzu,Middle,1,0,1,1,1,1,2,0,1,0,0,7,1,slab,yes,house,Water,8
21,CAMP,10,Mzuzu,Middle,1,0,0,1,0,1,1,0,0,1,0,7,1,slab,yes,house,Water,8
2,AD4X_1,10,Mzuzu,Bottom,0,0,0,0,0,0,0,0,0,0,1,7,1,slab,yes,house,Water,8
3,ASLU_1,10,Mzuzu,Bottom,1,1,1,1,2,2,2,1,0,0,0,7,1,slab,yes,house,Water,8
4,ASTR_1,10,Mzuzu,Bottom,1,1,1,1,2,2,2,1,0,0,0,7,1,slab,yes,house,Water,8
5,CRPA_1,10,Mzuzu,Bottom,0,0,0,0,0,0,0,0,0,0,1,7,1,slab,yes,house,Water,8
6,EIES_1,10,Mzuzu,Bottom,0,1,0,1,1,2,1,0,1,0,0,7,1,slab,yes,house,Water,8
7,ENHI_1,10,Mzuzu,Bottom,0,0,0,0,0,0,0,0,0,0,1,7,1,slab,yes,house,Water,8
8,GIAR_1,10,Mzuzu,Bottom,1,1,1,1,2,2,2,1,0,0,0,7,1,slab,yes,house,Water,8
9,ROTA_1,10,Mzuzu,Bottom,0,0,0,0,0,0,0,0,0,0,1,7,1,slab,yes,house,Water,8
10,SALS_1,10,Mzuzu,Bottom,0,0,0,0,0,0,0,0,0,0,1,7,1,slab,yes,house,Water,8
11,TRTR_1,10,Mzuzu,Bottom,0,0,0,0,0,0,0,0,0,0,1,7,1,slab,yes,house,Water,8
13,YERS_1,10,Mzuzu,Bottom,0,0,0,0,0,0,0,0,0,0,1,7,1,slab,yes,house,Water,8
14,CDIF,10,Mzuzu,Bottom,0,0,0,0,0,0,0,0,0,0,1,7,1,slab,yes,house,Water,8
15,EAEC,10,Mzuzu,Bottom,1,1,1,1,2,2,2,1,0,0,0,7,1,slab,yes,house,Water,8
16,EPEC,10,Mzuzu,Bottom,0,1,0,0,1,1,0,0,0,1,0,7,1,slab,yes,house,Water,8
17,ETEC,10,Mzuzu,Bottom,0,0,0,0,0,0,0,0,0,0,1,7,1,slab,yes,house,Water,8
18,STEC,10,Mzuzu,Bottom,0,0,0,0,0,0,0,0,0,0,1,7,1,slab,yes,house,Water,8
19,NORO,10,Mzuzu,Bottom,1,1,1,1,2,2,2,1,0,0,0,7,1,slab,yes,house,Water,8
20,SAPV,10,Mzuzu,Bottom,1,0,1,1,1,1,2,0,1,0,0,7,1,slab,yes,house,Water,8
21,CAMP,10,Mzuzu,Bottom,0,0,0,1,0,1,1,0,0,1,0,7,1,slab,yes,house,Water,8
12,VTOX_1,10,Mzuzu,Top,0,0,0,0,0,0,0,0,0,0,1,7,1,slab,yes,house,Water,8
12,VTOX_1,10,Mzuzu,Middle,0,0,0,0,0,0,0,0,0,0,1,7,1,slab,yes,house,Water,8
12,VTOX_1,10,Mzuzu,Bottom,0,0,0,0,0,0,0,0,0,0,1,7,1,slab,yes,house,Water,8
2,AD4X_1,11,Mzuzu,Top,0,0,1,1,1,1,2,0,1,0,0,4,1,slab,no,compound,paper,4
3,ASLU_1,11,Mzuzu,Top,0,0,1,1,1,1,2,0,1,0,0,4,1,slab,no,compound,paper,4
4,ASTR_1,11,Mzuzu,Top,1,1,1,1,2,2,2,1,0,0,0,4,1,slab,no,compound,paper,4
5,CRPA_1,11,Mzuzu,Top,0,0,0,0,0,0,0,0,0,0,1,4,1,slab,no,compound,paper,4
6,EIES_1,11,Mzuzu,Top,1,1,1,1,2,2,2,1,0,0,0,4,1,slab,no,compound,paper,4
7,ENHI_1,11,Mzuzu,Top,0,0,0,0,0,0,0,0,0,0,1,4,1,slab,no,compound,paper,4
8,GIAR_1,11,Mzuzu,Top,0,0,1,1,1,1,2,0,1,0,0,4,1,slab,no,compound,paper,4
9,ROTA_1,11,Mzuzu,Top,0,0,0,0,0,0,0,0,0,0,1,4,1,slab,no,compound,paper,4
10,SALS_1,11,Mzuzu,Top,0,0,0,0,0,0,0,0,0,0,1,4,1,slab,no,compound,paper,4
11,TRTR_1,11,Mzuzu,Top,0,0,0,0,0,0,0,0,0,0,1,4,1,slab,no,compound,paper,4
13,YERS_1,11,Mzuzu,Top,0,0,0,0,0,0,0,0,0,0,1,4,1,slab,no,compound,paper,4
14,CDIF,11,Mzuzu,Top,0,0,0,0,0,0,0,0,0,0,1,4,1,slab,no,compound,paper,4
15,EAEC,11,Mzuzu,Top,1,1,1,1,2,2,2,1,0,0,0,4,1,slab,no,compound,paper,4
16,EPEC,11,Mzuzu,Top,1,1,0,1,1,2,1,0,1,0,0,4,1,slab,no,compound,paper,4
17,ETEC,11,Mzuzu,Top,0,0,0,0,0,0,0,0,0,0,1,4,1,slab,no,compound,paper,4
18,STEC,11,Mzuzu,Top,0,0,0,0,0,0,0,0,0,0,1,4,1,slab,no,compound,paper,4
19,NORO,11,Mzuzu,Top,1,1,1,1,2,2,2,1,0,0,0,4,1,slab,no,compound,paper,4
20,SAPV,11,Mzuzu,Top,1,1,1,1,2,2,2,1,0,0,0,4,1,slab,no,compound,paper,4
21,CAMP,11,Mzuzu,Top,0,0,0,0,0,0,0,0,0,0,1,4,1,slab,no,compound,paper,4
2,AD4X_1,11,Mzuzu,Middle,1,0,1,1,1,1,2,0,1,0,0,4,1,slab,no,compound,paper,4
3,ASLU_1,11,Mzuzu,Middle,1,0,1,1,1,1,2,0,1,0,0,4,1,slab,no,compound,paper,4
4,ASTR_1,11,Mzuzu,Middle,1,1,1,1,2,2,2,1,0,0,0,4,1,slab,no,compound,paper,4
5,CRPA_1,11,Mzuzu,Middle,0,0,0,0,0,0,0,0,0,0,1,4,1,slab,no,compound,paper,4
6,EIES_1,11,Mzuzu,Middle,1,1,1,1,2,2,2,1,0,0,0,4,1,slab,no,compound,paper,4
7,ENHI_1,11,Mzuzu,Middle,0,0,0,0,0,0,0,0,0,0,1,4,1,slab,no,compound,paper,4
8,GIAR_1,11,Mzuzu,Middle,1,0,1,1,1,1,2,0,1,0,0,4,1,slab,no,compound,paper,4
9,ROTA_1,11,Mzuzu,Middle,0,0,0,0,0,0,0,0,0,0,1,4,1,slab,no,compound,paper,4
10,SALS_1,11,Mzuzu,Middle,0,0,0,0,0,0,0,0,0,0,1,4,1,slab,no,compound,paper,4
11,TRTR_1,11,Mzuzu,Middle,0,0,0,0,0,0,0,0,0,0,1,4,1,slab,no,compound,paper,4
13,YERS_1,11,Mzuzu,Middle,0,0,0,0,0,0,0,0,0,0,1,4,1,slab,no,compound,paper,4
14,CDIF,11,Mzuzu,Middle,0,0,0,0,0,0,0,0,0,0,1,4,1,slab,no,compound,paper,4
15,EAEC,11,Mzuzu,Middle,1,1,1,1,2,2,2,1,0,0,0,4,1,slab,no,compound,paper,4
16,EPEC,11,Mzuzu,Middle,1,1,0,1,1,2,1,0,1,0,0,4,1,slab,no,compound,paper,4
17,ETEC,11,Mzuzu,Middle,0,0,0,0,0,0,0,0,0,0,1,4,1,slab,no,compound,paper,4
18,STEC,11,Mzuzu,Middle,0,0,0,0,0,0,0,0,0,0,1,4,1,slab,no,compound,paper,4
19,NORO,11,Mzuzu,Middle,1,1,1,1,2,2,2,1,0,0,0,4,1,slab,no,compound,paper,4
20,SAPV,11,Mzuzu,Middle,1,1,1,1,2,2,2,1,0,0,0,4,1,slab,no,compound,paper,4
21,CAMP,11,Mzuzu,Middle,0,0,0,0,0,0,0,0,0,0,1,4,1,slab,no,compound,paper,4
2,AD4X_1,11,Mzuzu,Bottom,1,0,1,1,1,1,2,0,1,0,0,4,1,slab,no,compound,paper,4
3,ASLU_1,11,Mzuzu,Bottom,1,0,1,1,1,1,2,0,1,0,0,4,1,slab,no,compound,paper,4
4,ASTR_1,11,Mzuzu,Bottom,1,1,1,1,2,2,2,1,0,0,0,4,1,slab,no,compound,paper,4
5,CRPA_1,11,Mzuzu,Bottom,0,0,0,0,0,0,0,0,0,0,1,4,1,slab,no,compound,paper,4
6,EIES_1,11,Mzuzu,Bottom,1,1,1,1,2,2,2,1,0,0,0,4,1,slab,no,compound,paper,4
7,ENHI_1,11,Mzuzu,Bottom,0,0,0,0,0,0,0,0,0,0,1,4,1,slab,no,compound,paper,4
8,GIAR_1,11,Mzuzu,Bottom,1,0,1,1,1,1,2,0,1,0,0,4,1,slab,no,compound,paper,4
9,ROTA_1,11,Mzuzu,Bottom,0,0,0,0,0,0,0,0,0,0,1,4,1,slab,no,compound,paper,4
10,SALS_1,11,Mzuzu,Bottom,0,0,0,0,0,0,0,0,0,0,1,4,1,slab,no,compound,paper,4
11,TRTR_1,11,Mzuzu,Bottom,0,0,0,0,0,0,0,0,0,0,1,4,1,slab,no,compound,paper,4
13,YERS_1,11,Mzuzu,Bottom,0,0,0,0,0,0,0,0,0,0,1,4,1,slab,no,compound,paper,4
14,CDIF,11,Mzuzu,Bottom,0,0,0,0,0,0,0,0,0,0,1,4,1,slab,no,compound,paper,4
15,EAEC,11,Mzuzu,Bottom,1,1,1,1,2,2,2,1,0,0,0,4,1,slab,no,compound,paper,4
16,EPEC,11,Mzuzu,Bottom,0,1,0,1,1,2,1,0,1,0,0,4,1,slab,no,compound,paper,4
17,ETEC,11,Mzuzu,Bottom,0,0,0,0,0,0,0,0,0,0,1,4,1,slab,no,compound,paper,4
18,STEC,11,Mzuzu,Bottom,0,0,0,0,0,0,0,0,0,0,1,4,1,slab,no,compound,paper,4
19,NORO,11,Mzuzu,Bottom,1,1,1,1,2,2,2,1,0,0,0,4,1,slab,no,compound,paper,4
20,SAPV,11,Mzuzu,Bottom,1,1,1,1,2,2,2,1,0,0,0,4,1,slab,no,compound,paper,4
21,CAMP,11,Mzuzu,Bottom,0,0,0,0,0,0,0,0,0,0,1,4,1,slab,no,compound,paper,4
12,VTOX_1,11,Mzuzu,Top,0,0,0,0,0,0,0,0,0,0,1,4,1,slab,no,compound,paper,4
12,VTOX_1,11,Mzuzu,Middle,0,0,0,0,0,0,0,0,0,0,1,4,1,slab,no,compound,paper,4
12,VTOX_1,11,Mzuzu,Bottom,0,0,0,0,0,0,0,0,0,0,1,4,1,slab,no,compound,paper,4
12,VTOX_1,12,Blantyre,Top,0,0,0,0,0,0,0,0,0,0,1,7,1,slab,yes,house,paper,20
12,VTOX_1,12,Blantyre,Middle,0,0,0,0,0,0,0,0,0,0,1,7,1,slab,yes,house,paper,20
12,VTOX_1,12,Blantyre,Bottom,0,0,0,0,0,0,0,0,0,0,1,7,1,slab,yes,house,paper,20
2,AD4X_1,12,Mzuzu,Top,0,0,1,0,1,0,1,0,0,1,0,7,1,slab,yes,house,paper,20
3,ASLU_1,12,Mzuzu,Top,0,0,1,1,1,1,2,0,1,0,0,7,1,slab,yes,house,paper,20
4,ASTR_1,12,Mzuzu,Top,1,1,0,1,1,2,1,0,1,0,0,7,1,slab,yes,house,paper,20
5,CRPA_1,12,Mzuzu,Top,0,0,0,0,0,0,0,0,0,0,1,7,1,slab,yes,house,paper,20
6,EIES_1,12,Mzuzu,Top,0,0,1,1,1,1,2,0,1,0,0,7,1,slab,yes,house,paper,20
7,ENHI_1,12,Mzuzu,Top,0,0,0,0,0,0,0,0,0,0,1,7,1,slab,yes,house,paper,20
8,GIAR_1,12,Mzuzu,Top,0,0,1,1,1,1,2,0,1,0,0,7,1,slab,yes,house,paper,20
9,ROTA_1,12,Mzuzu,Top,0,0,0,0,0,0,0,0,0,0,1,7,1,slab,yes,house,paper,20
10,SALS_1,12,Mzuzu,Top,1,1,1,1,2,2,2,1,0,0,0,7,1,slab,yes,house,paper,20
11,TRTR_1,12,Mzuzu,Top,0,0,0,0,0,0,0,0,0,0,1,7,1,slab,yes,house,paper,20
13,YERS_1,12,Mzuzu,Top,0,0,0,0,0,0,0,0,0,0,1,7,1,slab,yes,house,paper,20
14,CDIF,12,Mzuzu,Top,0,0,0,0,0,0,0,0,0,0,1,7,1,slab,yes,house,paper,20
15,EAEC,12,Mzuzu,Top,1,1,1,1,2,2,2,1,0,0,0,7,1,slab,yes,house,paper,20
16,EPEC,12,Mzuzu,Top,0,0,0,0,0,0,0,0,0,0,1,7,1,slab,yes,house,paper,20
17,ETEC,12,Mzuzu,Top,0,0,1,1,1,1,2,0,1,0,0,7,1,slab,yes,house,paper,20
18,STEC,12,Mzuzu,Top,0,0,0,0,0,0,0,0,0,0,1,7,1,slab,yes,house,paper,20
19,NORO,12,Mzuzu,Top,1,1,1,1,2,2,2,1,0,0,0,7,1,slab,yes,house,paper,20
20,SAPV,12,Mzuzu,Top,0,0,1,0,1,0,1,0,0,1,0,7,1,slab,yes,house,paper,20
21,CAMP,12,Mzuzu,Top,0,0,0,0,0,0,0,0,0,0,1,7,1,slab,yes,house,paper,20
2,AD4X_1,12,Mzuzu,Middle,0,0,1,0,1,0,1,0,0,1,0,7,1,slab,yes,house,paper,20
3,ASLU_1,12,Mzuzu,Middle,1,0,1,1,1,1,2,0,1,0,0,7,1,slab,yes,house,paper,20
4,ASTR_1,12,Mzuzu,Middle,1,1,0,1,1,2,1,0,1,0,0,7,1,slab,yes,house,paper,20
